player,pos,age,team,team_g,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,offensive_raptor,defensive_raptor
Dillon Brooks,SG,24,MEM,49,82,82,28.3,5.8,13.7,0.423,2.2,5.4,0.4,3.6,8.3,0.437,0.501,2.4,2.8,0.842,1,2.3,3.3,2,1,0.4,1.7,3.7,16.1,13.1,0.539,0.394,0.207,3.8,8.8,6.3,10.5,1.6,1.3,10.1,24.6,1.171428571,1.33877551,2.342857143,0.049,-0.3,-2.1,-2.3,-0.167346939,0.245941345,-1.795359261
Bruce Brown,SG,23,DET,50,77.08,59.04,26.9,3.3,7.3,0.449,0.6,1.6,0.338,2.7,5.7,0.481,0.487,1.5,2.1,0.697,0.9,3.2,4.2,3.9,1.1,0.5,1.7,2.7,8.6,12.1,0.521,0.223,0.287,3.9,13.5,8.7,20.4,2.1,1.6,17.1,16,0.984,1.804,2.788,0.065,-1.6,1,-0.6,0.82,-2.32822919,1.918246922
Charlie Brown,SG,22,ATL,50,14.76,0,4.4,0.7,2.1,0.316,0.3,1,0.333,0.3,1.1,0.3,0.395,0.6,0.6,1,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.2,11.2,0.472,0.474,0.263,5.3,5.4,5.4,7.4,2.3,4.2,12.4,25.1,0,0,0,-0.023,-4.1,-2,-6.1,0,0.35961213,5.816699083
Jaylen Brown,SF,23,BOS,48,68.33333333,68.33333333,33.6,7.4,15,0.497,2.1,5.5,0.379,5.4,9.5,0.565,0.566,3.4,4.6,0.753,1.1,5.5,6.6,2.4,1.2,0.3,2.4,3,20.4,17.9,0.6,0.366,0.304,3.5,17.6,10.6,11,1.7,0.7,12.5,24.6,3.416666667,3.416666667,6.833333333,0.142,1.5,-0.2,1.3,1.879166667,1.273874118,-0.262513626
Moses Brown,C,20,POR,50,11.48,0,3.3,0.6,1.3,0.444,0,0,0,0.6,1.3,0.444,0.444,0.3,0.6,0.5,0.4,1.1,1.6,0,0.1,0,0.4,0.7,1.4,8.9,0.465,0,0.444,13.6,35.1,24.6,0,2.1,0,21.8,25.3,-0.164,0,0,-0.054,-11.8,-7.2,-19,-0.164,-11.97087789,-12.83394344
Sterling Brown,SF,24,MIL,48,56.375,0,15.1,1.8,4.8,0.373,0.8,2.5,0.333,1,2.3,0.416,0.459,0.7,0.9,0.767,0.7,3.3,3.9,1,0.6,0.1,0.9,1.1,5.1,9.8,0.491,0.513,0.19,4.7,20.2,12.9,8.1,1.7,0.7,14.5,16.7,-0.341666667,1.708333333,1.366666667,0.075,-3.5,0.8,-2.7,-0.170833333,-2.056346879,1.929177664
Troy Brown,SG,20,WAS,48,76.875,23.91666667,26.2,4.1,8.9,0.464,0.8,2.4,0.343,3.3,6.5,0.509,0.51,1.5,2,0.758,1.2,4.7,5.8,2.2,1.2,0.1,1.1,1.9,10.6,14.1,0.542,0.271,0.228,4.6,20.3,12.1,11.3,2.2,0.3,9.9,17.1,2.05,0.854166667,2.904166667,0.068,-0.6,-0.7,-1.4,0.341666667,-0.920110763,0.078345792
Jalen Brunson,PG,23,DAL,49,82,15.06122449,17.2,3.1,6.7,0.47,0.7,2.1,0.347,2.4,4.6,0.524,0.523,1,1.2,0.797,0.4,2,2.4,3.2,0.4,0.1,1.1,1.3,8,16,0.551,0.308,0.18,2.6,11.7,7.2,27.7,1.2,0.4,12.8,20.6,2.510204082,1.004081633,3.514285714,0.12,0.4,-1.9,-1.4,0.167346939,1.745329484,0.347905286
Thomas Bryant,C,22,WAS,48,47.83333333,39.29166667,25.3,5.3,9.1,0.583,0.5,1.6,0.341,4.8,7.5,0.633,0.612,1.8,2.5,0.739,2.1,5.4,7.4,2.2,0.4,0.9,1.5,2.3,12.9,19.6,0.637,0.173,0.272,8.6,24,16,12.8,0.7,2.9,12.6,19,2.904166667,0.341666667,3.245833333,0.131,1.3,-0.4,0.9,0.854166667,-2.059161772,-2.063719726
Reggie Bullock,SG,28,NYK,50,26.24,21.32,25.1,3.8,9.1,0.411,1.5,4.6,0.329,2.3,4.6,0.493,0.493,0.6,0.7,0.818,0.5,1.7,2.2,1.3,1.1,0,0.6,2.4,9.6,10.2,0.507,0.5,0.075,2,7.3,4.6,7.9,2.2,0,5.6,16.9,0.328,0.328,0.656,0.045,-0.7,-1.7,-2.4,0,-0.391214718,0.978436455
Trey Burke,PG,27,PHI,50,39.36,0,13.2,2.5,5.2,0.472,0.7,1.6,0.421,1.8,3.6,0.494,0.536,0.5,0.8,0.722,0.6,0.8,1.4,2.1,0.3,0,0.5,0.9,6.1,15.9,0.553,0.304,0.144,4.9,6.9,5.9,24.1,1.1,0.3,8.3,19.8,0.984,0.492,1.476,0.142,0.7,-2.5,-1.8,0,2.487760224,-1.204137979
Alec Burks,SG,28,GSW,50,77.08,29.52,29,5,12.4,0.402,1.7,4.6,0.369,3.3,7.9,0.422,0.47,4.1,4.6,0.898,0.8,4,4.7,3.2,1,0.4,1.6,2.3,15.8,16,0.547,0.366,0.37,2.8,15.1,8.8,17.7,1.7,1.1,9.8,23.6,2.624,1.476,4.1,0.088,0.4,-1.3,-0.9,0.656,0.881750012,-1.588437222
Deonte Burton,SG,26,OKC,50,49.2,0,8.5,1.1,3.1,0.366,0.2,1.3,0.179,0.9,1.8,0.5,0.403,0.2,0.4,0.5,0.2,1.1,1.3,0.3,0.1,0.3,0.3,0.9,2.7,5.8,0.412,0.419,0.129,2.3,14.3,8.5,5.7,0.8,3,8.4,18.6,-0.82,0.492,-0.328,-0.038,-6.2,-0.9,-7.1,-0.492,-6.643743205,-1.227327839
Jimmy Butler,SF,30,MIA,48,71.75,71.75,34.8,5.9,13.3,0.444,0.6,2.5,0.243,5.3,10.8,0.491,0.467,7.9,9.5,0.836,1.9,4.9,6.8,6.3,1.8,0.6,2.3,1.4,20.3,23.7,0.582,0.191,0.71,6.4,14.9,10.9,28.5,2.5,1.6,11.8,25.1,8.370833333,3.5875,11.95833333,0.229,3.5,1.8,5.3,4.6125,4.752927684,2.380640062
Bruno Caboclo,SF,24,MEM,49,36.81632653,0,8.7,1.3,3.1,0.406,0.2,1.1,0.16,1.1,2,0.545,0.435,0.1,0.1,0.667,0.8,1.2,2,0.5,0.5,0.5,0.3,1,2.8,11.9,0.441,0.362,0.043,9.6,14.8,12.2,7,2.4,5.4,9.1,16.8,-0.167346939,0.334693878,0.334693878,0.042,-3.1,1.9,-1.2,0,-4.371207742,4.8244856
Kentavious Caldwell-Pope,SG,26,LAL,48,82,34.16666667,25.6,3.5,7.4,0.472,1.5,3.5,0.431,2,3.9,0.508,0.573,1.3,1.6,0.81,0.6,1.6,2.2,1.8,0.8,0.2,0.9,1.8,9.8,12.2,0.604,0.472,0.223,2.8,6.5,4.7,9.3,1.4,0.7,9.8,14.8,3.245833333,2.05,5.295833333,0.121,0.8,-0.7,0.1,1.195833333,0.790089613,-0.922198773
Vlatko Cancar,SF,22,DEN,49,15.06122449,0,1.8,0.2,0.6,0.4,0.1,0.3,0.333,0.1,0.2,0.5,0.5,0.2,0.2,1,0.1,0.2,0.3,0.3,0.1,0,0.1,0.1,0.8,20,0.595,0.6,0.4,6.8,13.8,10.3,25.7,3.1,0,14.5,18.5,0,0,0.167346939,0.206,2.8,-0.5,2.3,0,4.524225496,4.948960555
Clint Capela,C,25,HOU,48,66.625,66.625,32.8,6.3,9.9,0.629,0,0,0,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,20.8,0.626,0,0.268,13.6,30,21.8,5.6,1.2,4.8,12.7,15.9,4.954166667,3.416666667,8.541666667,0.187,-0.8,2.4,1.6,2.05,-1.068197497,4.33839964
DeMarre Carroll,SF,33,SAS,48,25.625,0,9,0.6,1.9,0.31,0.2,0.9,0.231,0.4,1.1,0.375,0.362,0.8,1.3,0.6,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2,5,0.437,0.448,0.69,5.6,18.7,12.2,10.1,0.7,1.3,20.9,15.3,-0.341666667,0.170833333,-0.170833333,-0.03,-5,-1,-6,-0.170833333,-3.162654786,1.374555533
Jevon Carter,PG,24,PHO,48,56.375,3.416666667,13.4,1.3,3.4,0.381,0.8,1.9,0.403,0.5,1.5,0.353,0.491,0.3,0.3,0.818,0.4,1.3,1.7,1.4,0.7,0.3,0.7,1.5,3.6,9.4,0.509,0.549,0.097,3.2,11.2,7.1,14.1,2.6,1.9,16.9,13.6,0,0.854166667,0.854166667,0.052,-2.4,1.2,-1.2,0.170833333,-1.989077165,0.858827755
Vince Carter,SF,43,ATL,50,70.52,0,15.4,1.9,5.5,0.345,1,3.6,0.282,0.9,1.8,0.468,0.438,0.5,0.6,0.778,0.2,1.9,2.2,0.9,0.4,0.5,0.6,1.6,5.3,7.4,0.46,0.664,0.115,1.6,13.6,7.5,8.5,1.2,2.5,9.2,17,-0.82,0.492,-0.328,-0.014,-3.6,-1.4,-5,-0.82,-2.698901183,-2.069906905
Wendell Carter,C,20,CHI,51,59.49019608,59.49019608,30,4.5,8.4,0.537,0.2,0.8,0.214,4.3,7.6,0.569,0.547,2.6,3.5,0.736,3.5,6.4,9.9,1.2,0.8,0.9,1.7,3.8,11.7,16.2,0.592,0.091,0.417,12.3,24.2,18,6,1.3,2.8,14.5,16.5,2.733333333,2.57254902,5.305882353,0.142,-1.6,1.5,-0.1,0.803921569,-2.222669208,0.471169741
Michael Carter-Williams,SG,28,ORL,49,43.51020408,0,16.9,2.3,5.7,0.412,0.4,1.5,0.25,2,4.2,0.472,0.446,1.4,1.8,0.75,1,2.2,3.1,2.2,0.9,0.4,0.9,1.7,6.5,14.8,0.497,0.27,0.324,5.8,14,9.7,20.2,2.7,2.1,12,19,0.334693878,1.171428571,1.506122449,0.102,-1.4,1.8,0.4,0.502040816,1.09986977,4.250916629
Alex Caruso,PG,25,LAL,48,76.875,0,18.6,1.9,4.6,0.415,0.7,1.9,0.36,1.2,2.6,0.454,0.49,1.1,1.4,0.787,0.2,1.7,1.9,1.8,1.1,0.3,0.9,1.6,5.5,10.4,0.537,0.42,0.298,1.3,9.6,5.5,12,2.7,1.4,14.4,13.7,0.683333333,2.05,2.733333333,0.092,-1.8,1.2,-0.5,0.5125,-0.78145262,4.006755414
Willie Cauley-Stein,C,26,TOT,49,73.63265306,63.59183673,22.5,3.4,6.2,0.554,0,0,0,3.4,6.2,0.554,0.554,0.8,1.3,0.61,1.8,4.5,6.2,1.5,1.1,1.2,0.8,2.5,7.6,16.3,0.566,0,0.218,8,21.9,14.8,10,2.3,4.8,11.1,14.4,1.840816327,2.175510204,4.016326531,0.118,-2.3,3.3,1.1,1.33877551,-4.271977979,4.991204225
Tyson Chandler,C,37,HOU,48,42.70833333,8.541666667,8.8,0.6,0.7,0.778,0,0,0,0.6,0.7,0.778,0.778,0.2,0.5,0.462,1,1.6,2.6,0.2,0.2,0.3,0.3,1.3,1.4,10.8,0.717,0,0.722,11.8,19.5,15.6,3.5,1.3,3.1,25.2,5.9,0.5125,0.5125,1.025,0.128,-2.3,1.4,-0.8,0.170833333,-3.044027098,-1.072909805
Wilson Chandler,SF,32,BRK,48,34.16666667,0,20.5,2.4,5.2,0.452,1,3.1,0.311,1.4,2.2,0.651,0.543,0.7,0.8,0.875,0.3,4.1,4.4,1.1,0.6,0.4,1.2,2.1,6.4,9.1,0.572,0.587,0.154,1.5,20.1,11,7.3,1.4,1.4,17.2,13.7,0,0.854166667,0.854166667,0.062,-3.4,0.8,-2.6,-0.170833333,-3.384122178,2.476876108
Zylan Cheatham,SF,24,NOP,49,5.020408163,0,10.3,0.7,1.7,0.4,0,0.3,0,0.7,1.3,0.5,0.4,0,0,0,0.3,1.7,2,0.7,0,0.3,1,1.7,1.3,0.2,0.4,0.2,0,3.4,17.3,10.2,8,0,2.7,37.5,10.6,-0.167346939,0,-0.167346939,-0.088,-8.6,0.3,-8.3,0,-12.6082941,-7.050671264
Chris Chiozza,PG,24,TOT,49,20.08163265,0,11.3,0.8,3.2,0.263,0.6,1.5,0.389,0.3,1.7,0.15,0.355,0,0,0,0,1.4,1.4,2.5,0.9,0.2,0.8,1,2.3,8.3,0.355,0.474,0,0,14.1,6.8,27.7,3.8,1.3,19.1,14.4,-0.334693878,0.167346939,-0.167346939,-0.023,-4.7,-0.2,-4.9,-0.167346939,-2.389388394,5.575701817
Marquese Chriss,PF,22,GSW,50,73.8,11.48,18.2,3,5.7,0.518,0.1,0.6,0.231,2.8,5.1,0.55,0.529,1.8,2.4,0.755,1.9,3.5,5.4,1.8,0.6,0.9,1.3,1.9,7.8,18.2,0.58,0.101,0.412,10.6,21.3,15.8,15.5,1.7,4.6,16.3,18.8,1.804,1.476,3.28,0.117,-1.2,2.3,1,0.984,-1.930474041,1.197253344
Gary Clark,PF,25,TOT,49,40.16326531,0,12.2,1.3,3.2,0.403,0.9,2.7,0.344,0.4,0.5,0.692,0.545,0.3,0.3,0.857,0.9,1.7,2.6,0.5,0.1,0.4,0.2,1,3.8,11.8,0.562,0.831,0.091,7.4,14.8,11.1,5.5,0.3,2.7,4.8,12,0.836734694,0.334693878,1.171428571,0.119,-0.7,-1.9,-2.6,0,-0.120909688,-3.466301131
Brandon Clarke,PF,23,MEM,49,70.28571429,3.346938776,21.7,5.1,8.1,0.626,0.4,1.1,0.4,4.7,7.1,0.66,0.652,1.5,1.9,0.833,1.3,4.4,5.8,1.5,0.5,0.9,0.9,1.7,12.2,21.9,0.679,0.132,0.228,6.6,21.5,14.2,10.3,1.1,3.4,9.4,19,4.518367347,1.506122449,5.857142857,0.187,1.9,0.6,2.5,1.673469388,0.687619652,-0.190514296
Jordan Clarkson,SG,27,TOT,49,80.32653061,0,23.9,5.3,11.8,0.445,2.1,5.8,0.366,3.1,6,0.521,0.534,2.1,2.6,0.829,0.7,1.8,2.4,2,0.6,0.3,1.2,1.3,14.7,17.6,0.57,0.488,0.217,3.2,7.9,5.6,13.7,1.3,1,8.6,25.5,3.179591837,0.836734694,4.183673469,0.103,2.3,-3,-0.7,0.669387755,2.864210259,-1.845847568
Nicolas Claxton,PF,20,BRK,48,23.91666667,0,13.1,1.9,3.3,0.565,0.1,0.5,0.143,1.8,2.8,0.641,0.576,0.6,1.4,0.474,1.4,1.7,3.1,1.1,0.1,0.6,0.6,1,4.4,14.6,0.57,0.152,0.413,10.9,13.1,12.1,12.9,0.3,3.6,14.2,14.5,0.5125,0.341666667,0.683333333,0.115,-1.6,1,-0.6,0.170833333,-1.953328904,0.839590277
Chris Clemons,SG,22,HOU,48,44.41666667,0,8.9,1.9,4.5,0.419,1.3,3.5,0.367,0.6,1,0.593,0.56,0.2,0.2,0.8,0.1,0.7,0.8,0.7,0.2,0.2,0.6,0.8,5.2,13.6,0.566,0.769,0.043,0.9,8.5,4.7,12.7,1.2,1.8,11.8,24,0.170833333,0.341666667,0.5125,0.064,0,-3.7,-3.7,-0.170833333,-0.534593278,-1.799584307
Antonius Cleveland,SG,25,DAL,49,6.693877551,0,4,0.5,1,0.5,0,0.3,0,0.5,0.8,0.667,0.5,0,0,0,0,0.8,0.8,0,0,0,0.3,0,1,3.9,0.5,0.25,0,0,19.2,9.8,0,0,0,20,13.3,0,0,0,-0.058,-8.9,-4.6,-13.5,0,-2.979149194,-12.02308045
Amir Coffey,SG,22,LAC,49,3.346938776,0,2.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,0,0,0,0,0.5,0,0,0,0.5,2.5,35.7,0.833,0.667,0,0,0,0,43.3,0,0,0,24.7,0,0,0,0.445,14.7,-12.5,2.2,0,7.278476475,-28.44630807
John Collins,PF,22,ATL,50,39.36,39.36,30.5,7.9,14.3,0.549,1.3,3.7,0.341,6.6,10.7,0.621,0.593,2.3,2.9,0.797,2.5,7.7,10.2,1.1,0.7,1.8,1.7,3.8,19.3,22,0.618,0.256,0.201,8.8,27.2,17.9,6.5,1,4.8,9.9,23.5,2.46,1.312,3.608,0.145,0.4,-0.1,0.3,0.656,-1.066522726,1.338237766
Zach Collins,PF,22,POR,50,4.92,4.92,28.7,3,6.3,0.474,1,2.3,0.429,2,4,0.5,0.553,2,2,1,1.3,2.7,4,2,0,0.7,2,3.7,9,9.1,0.624,0.368,0.316,4.9,9.4,7.2,9.2,0,2,21.7,13.6,0.164,0,0.164,0.049,-1.7,-1.5,-3.2,0,-1.169983497,5.709550251
Mike Conley,PG,32,UTA,49,48.53061224,38.48979592,27.4,4.4,11.7,0.382,1.7,4.8,0.348,2.8,6.9,0.405,0.453,2.3,3,0.782,0.6,2.4,3,4.1,0.7,0.1,1.9,2.1,12.9,12.1,0.497,0.408,0.257,2.4,9.2,6,22.1,1.2,0.4,12.5,23.7,0.334693878,1.171428571,1.506122449,0.056,-0.8,-1.1,-1.9,0,-1.288736217,-0.610262216
Pat Connaughton,SG,27,MIL,48,75.16666667,0,17.8,1.9,4.3,0.441,0.7,2.2,0.299,1.2,2.1,0.593,0.519,0.4,0.6,0.72,0.8,3.5,4.3,1.6,0.3,0.5,0.8,1,4.8,11,0.535,0.516,0.133,4.6,18.5,12,11.3,0.8,2.6,15,12.4,0.854166667,2.391666667,3.245833333,0.116,-2.1,2.2,0.1,0.683333333,-1.685714941,0.52075456
Quinn Cook,PG,26,LAL,48,54.66666667,0,11.8,2.2,4.9,0.455,0.7,1.8,0.404,1.5,3.1,0.485,0.529,0.2,0.3,0.667,0.2,1,1.2,1.2,0.3,0,0.7,0.6,5.3,11.5,0.535,0.365,0.058,1.8,8.7,5.3,14,1.3,0.2,12.1,20.4,0.170833333,0.683333333,0.683333333,0.056,-2.1,-2.4,-4.4,-0.341666667,-0.231834876,-0.916106743
Tyler Cook,PF,22,CLE,50,18.04,0,3.2,0.6,0.9,0.7,0,0,0,0.6,0.9,0.7,0.7,0.5,0.5,0.833,0.4,0.5,0.9,0.1,0.1,0,0.1,0.4,1.7,24.2,0.752,0,0.6,12.5,19,15.8,4.6,1.4,0,7.3,16.6,0.328,0,0.328,0.245,2.5,-3.3,-0.8,0,-1.144760914,-5.758309064
Robert Covington,PF,29,MIN,48,80.29166667,78.58333333,29.4,4.5,10.2,0.437,2.2,6.4,0.347,2.2,3.8,0.59,0.546,1.6,2,0.798,0.7,5.2,5.9,1.1,1.6,0.9,1.5,3.1,12.8,13.6,0.574,0.63,0.195,2.4,19.1,10.5,5.9,2.6,2.6,12.1,17.8,1.025,3.245833333,4.270833333,0.086,-0.7,1.3,0.6,1.5375,0.602473226,1.049278397
Allen Crabbe,SG,27,TOT,49,53.55102041,1.673469388,18.3,1.8,5,0.36,1,3.3,0.311,0.8,1.7,0.455,0.463,0.3,0.4,0.714,0.3,1.9,2.2,1,0.5,0.1,0.5,1.3,5,6.6,0.476,0.658,0.087,1.8,11.3,6.5,7.3,1.2,0.6,8.2,12.9,-0.167346939,0.334693878,0,0.003,-3.1,-1.8,-4.9,-0.669387755,-2.468735814,-3.975875454
Torrey Craig,SF,29,DEN,49,60.24489796,23.42857143,16.5,1.8,4,0.441,0.5,1.9,0.271,1.3,2.1,0.6,0.507,0.4,0.6,0.652,0.9,2,2.9,0.6,0.4,0.7,0.4,2.2,4.5,9.7,0.522,0.483,0.159,6,13.2,9.6,5.2,1.2,3.7,9.4,12.4,0.502040816,1.171428571,1.840816327,0.085,-2.1,1.2,-0.9,0.334693878,-1.614038179,-0.53682656
Jae Crowder,SF,29,MEM,49,73.63265306,73.63265306,29.5,3.3,9,0.368,1.8,6,0.297,1.5,3,0.511,0.467,1.7,2.2,0.789,0.9,5.3,6.2,2.8,1.1,0.3,1.2,1.9,10.1,11.1,0.508,0.668,0.241,3.3,18.9,11.2,12,1.7,0.9,11,15.8,0.836734694,1.840816327,2.67755102,0.057,-0.5,0.3,-0.1,1.004081633,-0.891497167,-1.219433344
Jarrett Culver,SG,20,MIN,48,80.29166667,56.375,24.7,3.7,9.5,0.389,1,3.7,0.273,2.7,5.8,0.465,0.443,0.9,2,0.457,1.2,2.4,3.6,1.9,1,0.7,1.3,2,9.3,9.4,0.449,0.394,0.206,4.9,10.3,7.5,11.5,1.9,2.3,11.4,19.6,-2.05,1.708333333,-0.341666667,-0.008,-3.4,0.2,-3.2,-0.5125,-2.522465705,-0.25506477
Seth Curry,SG,29,DAL,49,78.65306122,21.75510204,22.9,3.8,8.2,0.468,2,4.7,0.414,1.9,3.5,0.54,0.587,1.2,1.4,0.877,0.4,1.7,2.1,1.8,0.5,0.1,0.9,1.6,10.8,14.5,0.615,0.577,0.169,2.1,7.5,4.8,11.4,1.1,0.5,9.2,18,3.681632653,0.836734694,4.518367347,0.122,2.1,-2.2,-0.2,0.836734694,1.591181164,-1.670877428
Stephen Curry,PG,31,GSW,50,6.56,6.56,28,6.8,16.5,0.409,2.3,9.3,0.243,4.5,7.3,0.621,0.477,4.5,4.5,1,1,4,5,6.5,1.3,0.5,3.8,2.5,20.3,20.5,0.548,0.561,0.273,3.7,15.8,9.5,42.2,2.1,1.6,16.9,33.8,0.164,0.164,0.328,0.073,4.4,-1.2,3.2,0.164,4.141398849,1.078571335
Troy Daniels,SG,28,LAL,48,61.5,0,11.7,1.6,4,0.396,1,2.8,0.364,0.6,1.3,0.467,0.521,0.3,0.4,0.692,0.3,0.8,1.1,0.4,0.2,0.1,0.3,0.8,4.4,9.2,0.531,0.688,0.09,2.9,7.6,5.3,4.4,0.9,0.6,5.7,16,0.5125,0.683333333,1.025,0.071,-0.9,-2.6,-3.5,-0.341666667,-0.758333668,-2.186682281
Anthony Davis,PF,26,LAL,48,70.04166667,70.04166667,34.6,9.2,18,0.509,1.1,3.5,0.317,8,14.5,0.556,0.541,7.1,8.2,0.866,2.1,7.1,9.1,3.3,1.5,2.5,2.4,2.5,26.6,28.4,0.615,0.196,0.457,6.7,21.8,14.4,15.4,2.1,6.3,10,29.4,8.370833333,4.954166667,13.325,0.265,3.5,3.7,7.2,5.6375,1.951159304,3.622050615
Ed Davis,C,30,UTA,49,41.83673469,0,10.7,0.6,1.4,0.412,0,0,0,0.6,1.4,0.412,0.412,0.2,0.4,0.455,1.2,2.6,3.8,0.3,0.4,0.4,0.5,2.2,1.3,7.3,0.425,0,0.324,12.3,25.7,19.3,3.8,1.8,2.8,25.1,8.5,-0.167346939,0.836734694,0.669387755,0.08,-4.6,3.4,-1.1,0.167346939,-5.614742552,0.338588938
Terence Davis,SG,22,TOR,49,82,1.673469388,16.6,2.6,5.6,0.467,1.3,3.2,0.397,1.4,2.4,0.558,0.58,0.7,0.7,0.944,0.7,2.7,3.4,1.8,0.5,0.2,1,1.5,7.2,15.2,0.606,0.565,0.13,4.6,16.6,10.7,16.4,1.5,1.2,14.1,17.9,2.008163265,2.175510204,4.183673469,0.149,0.9,0.6,1.5,1.171428571,2.870031391,0.743318942
Dewayne Dedmon,C,30,SAC,49,55.2244898,15.06122449,15.3,2,4.9,0.411,0.4,2.1,0.206,1.6,2.9,0.558,0.454,0.7,0.8,0.821,1.3,3.4,4.7,0.4,0.4,0.6,1.3,2.7,5.2,8.7,0.488,0.417,0.172,9.1,25.9,17.3,3.4,1.3,4,19.7,18.8,-1.004081633,1.004081633,0,-0.002,-5.8,-0.1,-5.9,-0.836734694,-5.372636052,2.690024125
Matthew Dellavedova,PG,29,CLE,50,72.16,0,12.6,1,2.9,0.333,0.3,1.5,0.167,0.7,1.4,0.517,0.377,0.6,0.6,0.893,0.3,0.9,1.2,2.7,0.3,0,0.9,1.4,2.7,7.5,0.434,0.524,0.222,2.4,7.8,5.1,28.4,1.3,0.2,22,13.7,-0.164,0,-0.164,-0.006,-3.4,-3.3,-6.8,-1.148,-2.206750271,2.886088249
DeMar DeRozan,SF,30,SAS,48,82,82,34.4,8.6,15.9,0.538,0.2,0.6,0.276,8.4,15.3,0.548,0.543,5.8,6.8,0.845,0.6,5,5.6,5.2,1,0.3,2.5,2.8,23.1,22.2,0.609,0.038,0.429,2,15.4,8.8,24.3,1.4,0.6,11.6,26.9,7.6875,1.708333333,9.566666667,0.162,2.6,-0.9,1.7,2.5625,2.68431932,-2.581664037
Cheick Diallo,C,23,PHO,48,52.95833333,0,8.9,1.7,2.6,0.654,0,0.1,0.5,1.7,2.5,0.658,0.66,0.7,0.9,0.852,0.6,1.8,2.5,0.5,0.2,0.2,0.5,1,4.2,17.8,0.7,0.025,0.333,7.4,23.2,15.1,8.2,1.2,1.6,14.7,16.7,1.025,0.5125,1.5375,0.162,-1.1,-0.1,-1.2,0.170833333,-0.166549783,1.583958072
Hamidou Diallo,SF,21,OKC,50,49.2,3.28,19.5,2.8,6.3,0.444,0.2,0.9,0.179,2.6,5.4,0.491,0.458,0.9,1.3,0.667,0.8,2.7,3.5,0.6,0.8,0.2,1,2.2,6.6,8.6,0.483,0.148,0.206,4.7,14.9,10,4.5,2.1,0.9,13.1,17.8,-0.82,1.148,0.328,0.016,-4.8,0.1,-4.8,-0.656,-4.406975214,1.233279699
Gorgui Dieng,C,30,MIN,48,75.16666667,29.04166667,17.2,2.7,6.1,0.444,1,2.7,0.381,1.7,3.5,0.493,0.528,1,1.3,0.804,1.6,4,5.6,1.3,0.8,0.9,0.9,2,7.5,18,0.56,0.437,0.207,9.2,25.1,16.9,11.5,2.2,4.5,12,18.3,1.708333333,2.05,3.758333333,0.139,-0.3,2.7,2.4,1.366666667,-2.943952689,5.904760549
Spencer Dinwiddie,SG,26,BRK,48,82,56.375,31.1,7.1,16.8,0.421,2,6.4,0.314,5.1,10.4,0.487,0.481,5.3,6.9,0.772,0.4,2.9,3.3,6.5,0.7,0.3,2.9,3,21.5,18.1,0.541,0.379,0.408,1.5,9.2,5.4,34.9,1,0.9,12.6,30.5,3.758333333,2.05,5.808333333,0.111,2.3,-2.2,0.1,1.366666667,3.678537094,-2.953894173
Donte DiVincenzo,SG,23,MIL,48,73.45833333,34.16666667,22.7,3.4,7.5,0.458,1.2,3.6,0.344,2.2,3.9,0.563,0.54,0.9,1.2,0.769,1,3.7,4.7,2.3,1.5,0.3,1.2,1.7,9,15,0.563,0.48,0.162,4.4,15.2,10.2,13.3,3,1.1,12.9,16.7,1.708333333,3.758333333,5.466666667,0.155,0.2,2.5,2.8,2.05,1.820544916,3.76956541
Luka Doncic,PG,20,DAL,49,71.95918367,71.95918367,32.8,9.5,20.5,0.464,2.9,9.1,0.321,6.6,11.3,0.578,0.535,6.9,9,0.763,1.4,8.1,9.5,8.7,1,0.2,4.2,2.4,28.8,29.1,0.589,0.445,0.441,4.6,25.2,15.1,46.2,1.6,0.4,14.6,37.2,8.869387755,2.844897959,11.71428571,0.238,9.5,1.9,11.4,8.032653061,8.402708842,-1.201400305
Luguentz Dort,SG,20,OKC,50,24.6,11.48,21.2,2.2,5.1,0.429,0.9,2.5,0.342,1.3,2.6,0.513,0.513,1.1,1.5,0.727,0.3,0.9,1.3,0.8,0.9,0.1,0.7,3,6.3,7.4,0.548,0.494,0.286,1.8,4.7,3.3,5.2,2,0.3,10.3,13.4,0.164,0.492,0.656,0.058,-1.5,-0.7,-2.1,0,-2.216830303,2.970599481
Damyean Dotson,SG,25,NYK,50,70.52,0,17.7,2.6,6,0.423,1.2,3.4,0.358,1.3,2.6,0.509,0.525,0.5,0.7,0.667,0.2,1.7,1.9,1.2,0.5,0.1,0.5,0.9,6.8,11.1,0.536,0.569,0.115,1.1,10.3,5.5,9.9,1.3,0.5,6.8,16.3,0.984,0.492,1.476,0.054,-0.7,-2.1,-2.8,-0.328,-0.12653278,-1.366231895
