Player,Tm,G,Team Wins,Overall Seed,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,VORP,BPM,All-NBA,All-Star
Patrick Ewing,NYK,79,55,6,37,23.9,11,2.7,0.9,2,0.503,0.286,0.75,9.6,0.157,3.1,2.2,0,1
Joe Dumars,DET,67,28,22,38,18.1,2.4,5.5,1.1,0.1,0.43,0.305,0.805,1.7,0.032,-0.4,-2.6,0,1
Larry Johnson,CHH,81,50,8,39.9,18.8,7.2,4.6,1,0.3,0.48,0.386,0.774,8.5,0.126,4,2.9,0,1
Alonzo Mourning,CHH,77,50,8,38.2,21.3,9.9,1.4,0.6,2.9,0.519,0.324,0.761,9.4,0.153,2.5,1.3,0,1
Dana Barros,PHI,82,24,24,40.5,20.6,3.3,7.5,1.8,0,0.49,0.464,0.899,12.7,0.183,5.3,4.3,0,1
Vin Baker,MIL,82,34,19,41,17.7,10.3,3.6,1,1.4,0.483,0.292,0.593,5.8,0.083,3.1,1.6,0,1
Tyrone Hill,CLE,70,43,13,34.2,13.8,10.9,0.8,0.8,0.6,0.504,0,0.662,6.9,0.138,0.5,-1.1,0,1
Clyde Drexler,HOU,76,47,11,35.9,21.8,6.3,4.8,1.8,0.6,0.461,0.36,0.824,11.7,0.206,5.9,6.5,1,0
Dennis Rodman,SAS,49,62,1,32,7.1,16.8,2,0.6,0.5,0.571,0,0.676,5.8,0.178,2.3,3.8,1,0
Anfernee Hardaway,ORL,82,60,3,36.8,21.7,4.3,7.1,2,0.5,0.513,0.314,0.767,14.4,0.229,6.4,6.4,1,1
Shaquille O'Neal,ORL,54,60,3,36,26.6,11,2.9,0.6,2.1,0.573,0.5,0.487,6.9,0.171,2.7,3.5,1,1
Grant Hill,DET,80,46,12,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,0.172,5.8,5.1,1,1
Scottie Pippen,CHI,77,72,1,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,0.209,6.3,6.8,1,1
Michael Jordan,CHI,82,72,1,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317,8.3,8.6,1,1
Terrell Brandon,CLE,75,47,9,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237,5.2,6,0,1
Reggie Miller,IND,76,52,7,34.5,21.1,2.8,3.3,1,0.2,0.473,0.41,0.863,10.3,0.188,3.9,3.9,1,1
Juwan Howard,WSB,81,39,18,40.7,22.1,8.1,4.4,0.8,0.5,0.489,0.308,0.749,5.6,0.082,1.8,0.2,1,1
Glen Rice,CHH,79,41,16,39.8,21.6,4.8,2.9,1.2,0.2,0.471,0.424,0.837,8.3,0.127,3,1.8,0,1
Vin Baker,MIL,82,25,26,40.5,21.1,9.9,2.6,0.8,1.1,0.489,0.208,0.67,6.2,0.089,2.1,0.4,0,1
Alonzo Mourning,MIA,70,42,14,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,0.178,4.3,4.4,0,1
Patrick Ewing,NYK,76,47,10,36.6,22.5,10.6,2.1,0.9,2.4,0.466,0.143,0.761,6.8,0.116,1.1,-0.4,0,1
Shawn Kemp,SEA,79,64,2,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,0.205,3.9,3.8,1,1
Jason Kidd,DAL,81,26,24,37.5,16.6,6.8,9.7,2.2,0.3,0.381,0.336,0.692,4.3,0.068,3.5,2.7,0,1
Clyde Drexler,HOU,52,48,8,38.4,19.3,7.2,5.8,2,0.5,0.433,0.332,0.784,6.7,0.161,3.4,4.7,0,1
Charles Barkley,PHO,71,41,15,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5,0.191,5.2,5.9,1,1
Hakeem Olajuwon,HOU,72,48,8,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,0.166,4.7,4.6,1,1
Gary Payton,SEA,81,64,2,39,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,5.3,4.7,1,1
Mitch Richmond,SAC,81,39,17,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,0.151,3.6,2.9,1,1
David Robinson,SAS,82,59,4,36.8,25,12.2,3,1.4,3.3,0.516,0.333,0.761,18.3,0.29,8.5,9.2,1,1
Sean Elliott,SAS,77,59,4,37.7,20,5.1,2.7,0.9,0.4,0.466,0.411,0.771,7.7,0.128,2.9,2,0,1
Karl Malone,UTA,82,55,5,38,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,0.233,7.4,7.3,1,1
John Stockton,UTA,82,55,5,35.5,14.7,2.8,11.2,1.7,0.2,0.538,0.422,0.83,13,0.214,4.2,3.7,1,1
Dikembe Mutombo,DEN,74,35,20,36.7,11,11.8,1.5,0.5,4.5,0.499,0,0.695,7.6,0.134,3.6,3.2,0,1
Michael Jordan,CHI,82,69,1,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283,6.8,6.7,1,1
Scottie Pippen,CHI,82,69,1,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203,6.7,6.6,1,1
Anfernee Hardaway,ORL,59,45,12,37.6,20.5,4.5,5.6,1.6,0.6,0.447,0.318,0.82,8.1,0.175,3.8,4.7,1,1
Grant Hill,DET,80,54,10,39.3,21.4,9,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223,7.9,8,1,1
Dikembe Mutombo,ATL,80,56,7,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0,0.705,11.3,0.183,3.9,3.2,0,1
Glen Rice,CHH,79,54,9,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,0.154,2.7,1.2,1,1
Vin Baker,MIL,78,33,20,40.5,21,10.3,2.7,1,1.4,0.505,0.278,0.687,8.3,0.127,3.7,2.6,1,1
Christian Laettner,ATL,82,56,7,38.3,18.1,8.8,2.7,1.2,0.8,0.486,0.352,0.816,11.6,0.177,3.8,2.8,0,1
Terrell Brandon,CLE,78,42,14,36.8,19.5,3.9,6.3,1.8,0.4,0.438,0.373,0.902,10.8,0.181,4.8,4.6,0,1
Tim Hardaway,MIA,81,61,3,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198,5.6,5.1,1,1
Chris Webber,WSB,72,44,13,39,20.1,10.3,4.6,1.7,1.9,0.518,0.397,0.565,9.3,0.159,6.1,6.6,0,1
Joe Dumars,DET,79,54,10,37,14.7,2.4,4,0.7,0,0.44,0.432,0.867,8.8,0.144,2.3,1.2,0,1
Gary Payton,SEA,82,57,6,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193,6.2,5.6,1,1
John Stockton,UTA,82,64,2,35.3,14.4,2.8,10.5,2,0.2,0.548,0.422,0.846,13.6,0.226,4.3,3.9,1,1
Hakeem Olajuwon,HOU,78,57,4,36.6,23.2,9.2,3,1.5,2.2,0.51,0.313,0.787,9.1,0.154,3.7,3.2,1,1
Karl Malone,UTA,82,64,2,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0,0.755,16.7,0.268,7.9,8.5,1,1
Shawn Kemp,SEA,81,57,6,34,18.7,10,1.9,1.5,1,0.51,0.364,0.742,10,0.174,2.8,2,0,1
Latrell Sprewell,GSW,80,30,21,41.9,24.2,4.6,6.3,1.7,0.6,0.449,0.354,0.843,8.1,0.115,3.9,2.6,0,1
Mitch Richmond,SAC,81,34,19,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166,4.2,3.3,1,1
Detlef Schrempf,SEA,61,57,6,35.9,16.8,6.5,4.4,1,0.3,0.492,0.354,0.801,8,0.174,2.7,2.8,0,1
Tom Gugliotta,MIN,81,40,15,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103,3.2,2,0,1
Kevin Garnett,MIN,77,40,15,38.9,17,8,3.1,1.4,2.1,0.499,0.286,0.754,7.3,0.116,3.7,2.9,0,1
Eddie Jones,LAL,80,56,8,37.5,17.2,4.1,3.4,2.4,0.6,0.438,0.391,0.819,9.6,0.154,4.5,4,0,1
Chris Gatling,DAL,47,24,24,27.3,19,7.9,0.6,0.8,0.7,0.525,0.167,0.717,3.9,0.145,-0.2,-2.6,0,1
Shaquille O'Neal,LAL,51,56,8,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0,0.484,8,0.197,4,6.3,1,1
Patrick Ewing,NYK,78,57,5,37,22.4,10.7,2,0.9,2.4,0.488,0.222,0.754,9.8,0.163,2.7,1.7,1,1
Anthony Mason,CHH,73,54,9,43.1,16.2,11.4,5.7,1,0.5,0.525,0.333,0.745,11.4,0.173,5.2,4.5,1,0
Michael Jordan,CHI,82,62,1,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,5.3,4.6,1,1
Grant Hill,DET,81,37,19,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149,5.6,4.8,1,1
Shawn Kemp,CLE,80,47,11,34.6,18,9.3,2.5,1.4,1.1,0.445,0.25,0.727,6.8,0.118,2.5,1.6,0,1
Dikembe Mutombo,ATL,82,50,10,35.6,13.4,11.4,1,0.4,3.4,0.537,0,0.67,10.8,0.177,3.3,2.5,1,1
Anfernee Hardaway,ORL,19,41,18,32.9,16.4,4,3.6,1.5,0.8,0.377,0.3,0.763,1.1,0.085,0.3,0.2,0,1
Rik Smits,IND,73,58,5,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,0.141,1.2,0.3,0,1
Reggie Miller,IND,81,58,5,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,0.206,4.4,4.3,1,1
Jayson Williams,NJN,65,43,14,36,12.9,13.6,1,0.7,0.8,0.498,0,0.666,8.4,0.172,2.4,2.1,0,1
Tim Hardaway,MIA,81,55,8,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185,5.1,4.6,1,1
Glen Rice,CHH,82,51,9,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136,2.3,0.7,1,1
Steve Smith,ATL,73,50,10,39.1,20.1,4.2,4,1,0.4,0.444,0.351,0.855,10.2,0.171,3.7,3.1,0,1
Antoine Walker,BOS,82,36,20,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,2.2,0.7,0,1
Gary Payton,SEA,82,61,4,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19,5.6,5,1,1
Kobe Bryant,LAL,79,61,3,26,15.4,3.1,2.5,0.9,0.5,0.428,0.341,0.794,6.3,0.147,1.1,0.2,0,1
Kevin Garnett,MIN,82,45,13,39.3,18.5,9.6,4.2,1.7,1.8,0.491,0.188,0.738,9.6,0.143,5.5,4.8,0,1
Shaquille O'Neal,LAL,60,61,3,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0,0.527,10.2,0.224,3.6,4.6,1,1
Karl Malone,UTA,81,62,2,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,6.9,7,1,1
Eddie Jones,LAL,80,61,3,36.4,16.9,3.8,3.1,2,0.7,0.484,0.389,0.765,10.1,0.166,4.6,4.3,0,1
David Robinson,SAS,73,56,7,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269,6.1,7.8,1,1
Vin Baker,SEA,82,61,4,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,0.169,3,2,1,1
Nick Van Exel,LAL,64,61,3,32.1,13.8,3,6.9,1,0.1,0.419,0.389,0.791,7.1,0.166,1.8,1.4,0,1
Jason Kidd,PHO,82,56,6,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,0.123,4,3.1,0,1
Mitch Richmond,SAC,70,27,23,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,0.148,2.8,2.3,1,1
Tim Duncan,SAS,82,56,7,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,0.192,6,5.5,1,1
Rod Strickland,WAS,76,42,16,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,3.5,2.6,1,0
Scottie Pippen,CHI,44,62,1,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,0.193,3.2,5.8,1,0
Kevin Garnett,MIN,81,50,8,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172,6.6,6.1,1,1
Jason Kidd,PHO,67,53,5,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156,4.1,4.1,1,1
Tim Duncan,SAS,74,53,6,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218,5.9,6.1,1,1
Kobe Bryant,LAL,66,67,1,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,4.7,5.3,1,1
Shaquille O'Neal,LAL,79,67,1,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283,9.3,9.7,1,1
Rasheed Wallace,POR,81,59,2,35.1,16.4,7,1.8,1.1,1.3,0.519,0.16,0.704,9.3,0.156,2.9,2.1,0,1
Gary Payton,SEA,82,45,12,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,7.6,6.8,1,1
Chris Webber,SAC,75,44,14,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,5.7,5.9,1,1
John Stockton,UTA,82,55,4,29.7,12.1,2.6,8.6,1.7,0.2,0.501,0.355,0.86,11.2,0.222,3.5,3.7,0,1
Michael Finley,DAL,82,40,18,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,3.8,2.4,0,1
David Robinson,SAS,80,53,6,32,17.8,9.6,1.8,1.2,2.3,0.512,0,0.726,12.7,0.238,4.8,5.5,1,1
Karl Malone,UTA,82,55,4,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249,6.6,6.9,1,1
Allen Iverson,PHI,70,49,11,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,3.3,2.6,1,1
Vince Carter,TOR,82,45,13,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,5.2,4.6,1,1
Alonzo Mourning,MIA,79,52,7,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226,4.6,4.6,1,1
Eddie Jones,CHH,72,49,10,39,20.1,4.8,4.2,2.7,0.7,0.427,0.375,0.864,10.1,0.172,5.2,5.3,1,1
Grant Hill,DET,74,42,15,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,4.7,4.8,1,1
Reggie Miller,IND,81,56,3,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162,4,3.3,0,1
Allan Houston,NYK,82,50,9,38.6,19.7,3.3,2.7,0.8,0.2,0.483,0.436,0.838,8.6,0.13,2.8,1.5,0,1
Ray Allen,MIL,82,42,16,37.4,22.1,4.4,3.8,1.3,0.2,0.455,0.423,0.887,10.1,0.157,3.9,3,0,1
Glenn Robinson,MIL,81,42,16,35.9,20.9,6,2.4,1,0.5,0.472,0.363,0.802,4.8,0.08,0.9,-0.8,0,1
Dikembe Mutombo,ATL,82,28,25,36.4,11.5,14.1,1.3,0.3,3.3,0.562,0,0.708,9.9,0.16,3.6,2.8,0,1
Jerry Stackhouse,DET,82,42,15,38.4,23.6,3.8,4.5,1.3,0.4,0.428,0.288,0.815,7.3,0.111,2,0.6,0,1
Dale Davis,IND,74,56,3,28.7,10,9.9,0.9,0.7,1.3,0.502,0,0.685,7.1,0.161,2,1.6,0,1
Stephon Marbury,NJN,74,31,23,38.9,22.2,3.2,8.4,1.5,0.2,0.432,0.283,0.813,7.4,0.123,2.8,1.8,1,0
Allen Iverson,PHI,71,56,3,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,5.1,4.8,1,1
Vince Carter,TOR,75,47,13,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,6.8,7,1,1
Tracy McGrady,ORL,77,43,17,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,5.9,5.6,1,1
Antonio Davis,TOR,78,47,13,35,13.7,10.1,1.4,0.3,1.9,0.433,0,0.754,7.2,0.127,1.3,-0.1,0,1
Anthony Mason,MIA,80,50,9,40.7,16.1,9.6,3.1,1,0.3,0.482,0,0.781,11.6,0.171,3.8,2.7,0,1
Dikembe Mutombo,ATL,75,25,25,34.5,10,13.5,1,0.4,2.7,0.484,0,0.725,8.1,0.151,2.2,1.4,1,1
Ray Allen,MIL,82,52,7,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,6,5.6,1,1
Stephon Marbury,NJN,67,26,24,38.2,23.9,3.1,7.6,1.2,0.1,0.441,0.328,0.79,7.8,0.147,3.7,3.7,0,1
Glenn Robinson,MIL,76,52,7,37,22,6.9,3.3,1.1,0.8,0.468,0.299,0.82,6.7,0.114,1.9,0.7,0,1
Latrell Sprewell,NYK,77,48,11,39.2,17.7,4.5,3.5,1.4,0.4,0.43,0.304,0.783,5.1,0.082,1.9,0.5,0,1
Jerry Stackhouse,DET,80,32,21,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137,4.6,3.7,0,1
Allan Houston,NYK,78,48,11,36.6,18.7,3.6,2.2,0.7,0.1,0.449,0.381,0.909,7.5,0.126,1.6,0.3,0,1
Kobe Bryant,LAL,68,56,2,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196,4.4,4.2,1,1
Jason Kidd,PHO,77,51,8,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,5.3,4.8,1,1
Chris Webber,SAC,70,55,4,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186,4.9,4.9,1,1
Tim Duncan,SAS,82,58,1,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2,5.9,5.4,1,1
Kevin Garnett,MIN,81,47,12,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176,6.2,5.7,1,1
Rasheed Wallace,POR,77,50,10,38.2,19.2,7.8,2.8,1.2,1.8,0.501,0.321,0.766,11,0.18,4.5,4.1,0,1
Michael Finley,DAL,82,55,5,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,3.7,2.3,0,1
Gary Payton,SEA,79,44,16,41.1,23.1,4.6,8.1,1.6,0.3,0.456,0.375,0.766,10.8,0.16,5.1,4.3,1,1
Antonio McDyess,DEN,70,40,19,36.5,20.8,12.1,2.1,0.6,1.5,0.495,0,0.7,7.8,0.146,2,1.1,0,1
David Robinson,SAS,80,58,1,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246,4.5,5.5,1,1
Vlade Divac,SAC,81,55,4,29.9,12,8.3,2.9,1.1,1.1,0.482,0.286,0.691,7.4,0.147,2.9,2.8,0,1
Karl Malone,UTA,81,53,6,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,5.8,5.9,1,1
Dirk Nowitzki,DAL,82,55,5,38.1,21.8,9.2,2.1,1,1.2,0.474,0.387,0.838,14.6,0.224,5.3,4.7,1,0
Shaquille O'Neal,LAL,74,56,2,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245,6.8,7.3,1,1
Kobe Bryant,LAL,80,58,2,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,5,4.4,1,1
Tim Duncan,SAS,82,58,3,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,8.1,7.6,1,1
Kevin Garnett,MIN,81,50,7,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,7,6.7,1,1
Chris Webber,SAC,54,61,1,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,4.3,6.2,1,1
Steve Francis,HOU,57,28,25,41.1,21.6,7,6.4,1.2,0.4,0.417,0.324,0.773,4.4,0.091,2.9,2.9,0,1
Dirk Nowitzki,DAL,76,57,4,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222,4.8,4.7,1,1
Steve Nash,DAL,82,57,4,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167,3.1,2.3,1,1
Gary Payton,SEA,82,45,10,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183,5.5,4.6,1,1
Elton Brand,LAC,80,39,18,37.8,18.2,11.6,2.4,1,2,0.527,0,0.742,13.6,0.216,6.2,6.2,0,1
Peja Stojakovic,SAC,71,61,1,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,3.2,2.7,0,1
Wally Szczerbiak,MIN,82,50,7,38,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134,3.1,1.9,0,1
Allen Iverson,PHI,60,43,14,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,3.9,3.8,1,1
Michael Jordan,WAS,60,37,19,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,2.4,2.5,0,1
Dikembe Mutombo,PHI,80,43,14,36.3,11.5,10.8,1,0.4,2.4,0.501,0,0.764,9.6,0.158,2.5,1.3,1,1
Jason Kidd,NJN,82,52,5,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,5.4,5.1,1,1
Antoine Walker,BOS,81,49,8,42,22.1,8.8,5,1.5,0.5,0.394,0.344,0.741,6.7,0.094,4.3,3,0,1
Ray Allen,MIL,69,41,17,36.6,21.8,4.5,3.9,1.3,0.3,0.462,0.434,0.873,8.9,0.169,4,4.3,0,1
Tracy McGrady,ORL,76,44,12,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189,5.9,6,1,1
Paul Pierce,BOS,82,49,8,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187,5.7,4.9,1,1
Shareef Abdur-Rahim,ATL,77,33,22,38.7,21.2,9,3.1,1.3,1.1,0.461,0.3,0.801,7.2,0.116,3,2,0,1
Jermaine O'Neal,IND,72,42,15,37.6,19,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,1.5,0.2,1,1
Alonzo Mourning,MIA,75,36,20,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,0.145,1.9,1.1,0,1
Baron Davis,CHH,82,44,11,40.5,18.1,4.3,8.5,2.1,0.6,0.417,0.356,0.58,8.2,0.118,5.2,4.2,0,1
Ben Wallace,DET,80,50,6,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19,5.9,5.9,1,0
Shaquille O'Neal,LAL,67,58,2,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262,5.5,7,1,1
Kevin Garnett,MIN,82,51,4,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225,9,8.7,1,1
Tim Duncan,SAS,81,60,2,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,7.6,7.4,1,1
Kobe Bryant,LAL,82,50,6,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,7.1,6.4,1,1
Steve Francis,HOU,81,43,15,41,21,6.2,6.2,1.7,0.5,0.435,0.354,0.8,11.1,0.16,5.8,4.9,0,1
Yao Ming,HOU,82,43,15,29,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176,2.4,1.9,0,1
Shaquille O'Neal,LAL,67,50,6,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0,0.622,13.2,0.25,5.3,6.3,1,1
Shawn Marion,PHO,81,44,14,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13,0.186,6.4,5.5,0,1
Dirk Nowitzki,DAL,80,60,1,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249,6.1,5.7,1,1
Steve Nash,DAL,82,60,1,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206,3.7,3.3,1,1
Gary Payton,SEA,80,40,18,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,4.2,3.2,0,1
Stephon Marbury,PHO,81,44,14,40,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,0.142,3.6,2.4,1,1
Peja Stojakovic,SAC,72,59,3,34,19.2,5.5,2,1,0.1,0.481,0.382,0.875,10.1,0.199,3.1,3.1,0,1
Allen Iverson,PHI,82,48,10,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,4.2,2.8,1,1
Tracy McGrady,ORL,75,42,17,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,8.7,9.7,1,1
Michael Jordan,WAS,82,37,21,37,20,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,0.099,2.3,1,0,1
Jermaine O'Neal,IND,77,48,9,37.2,20.8,10.3,2,0.9,2.3,0.484,0.333,0.731,10.5,0.177,3.3,2.6,1,1
Ben Wallace,DET,73,50,5,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,5.1,5.1,1,1
Jason Kidd,NJN,80,49,8,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,6.7,6.9,1,1
Vince Carter,TOR,43,24,27,34.2,20.6,4.4,3.3,1.1,1,0.467,0.344,0.806,4.2,0.136,1.7,2.7,0,1
Paul Pierce,BOS,79,44,13,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,4.9,4.2,1,1
Brad Miller,IND,73,48,9,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202,3.3,3.8,0,1
Jamal Mashburn,NOH,82,47,11,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13,3.3,2,1,1
Antoine Walker,BOS,78,44,13,41.5,20.1,7.2,4.8,1.5,0.4,0.388,0.323,0.615,2.6,0.039,1.9,0.3,0,1
Zydrunas Ilgauskas,CLE,81,17,28,30,17.2,7.5,1.6,0.7,1.9,0.441,0,0.781,5,0.099,0.7,-0.9,0,1
Chris Webber,SAC,67,59,3,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,3.8,3.8,1,1
Kobe Bryant,LAL,65,56,4,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,4.7,5.7,1,1
Kevin Garnett,MIN,82,58,2,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272,9.8,9.9,1,1
Tim Duncan,SAS,69,57,3,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,5.9,7.3,1,1
Steve Francis,HOU,79,45,10,40.4,16.6,5.5,6.2,1.8,0.4,0.403,0.292,0.775,7.1,0.107,3.6,2.5,0,1
Yao Ming,HOU,82,45,10,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202,2.6,1.9,1,1
